STOCK NUMBER,STOCK CODE,STOCK NAME,WEBLINK,PRICE
2224,SDGS,Selangor Dredging,selangor-dredging-bhd,0.48
5250,SEVE,7 Eleven,7-eleven-malaysia-holdings-bhd,2.0
7246,SGNA,Signature Int,signature-international-bhd,1.26
4316,SHCS,Sin Heng Chan,sin-heng-chan-(malaya)-bhd,0.305
7412,SHHR,SHH Resources,shh-resources-holdings-bhd,1.05
6017,SHLC,SHL Consolidated,shl-consolidated-bhd,2.0
5207,SIAH,SBC Corp,sbc-corp-bhd,0.52
8532,PERM,Pertama Digital Berhad,sinotop-holdings-bhd,3.0
7180,SKOU,Sern Kou Resources,sern-kou-resources-bhd,0.595
4375,SMIS,South Malaysia Ind,south-malaysia-industries-bhd,0.715
0169,SMTR,Smtrack,smtrack-bhd,0.03
5213,SNTO,Sentoria,sentoria-group-bhd,0.06
5126,SOPS,Sarawak Oil Palms,sarawak-oil-palms-bhd,2.65
5135,SPLN,Sarawak Plantation,sarawak-plantation-bhd,2.16
7103,SPTZ,Spritzer,spritzer-bhd,1.44
4596,SRCS,Sapura Resources,sapura-resources-bhd,0.435
7186,SWSB,SWS Capital,sws-capital-bhd,0.255
9717,SYCA,Sycal Ventures,sycal-ventures-bhd,0.19
7082,MAEQ,M A Equity Holdings Bhd,syf-resources-bhd,0.26
1538,SYML,Symphony Life,symphony-life-bhd,0.345
7211,TAFI,TAFI Industries,tafi-industries-bhd,0.61
2305,AYER,AYER,tahps-group-bhd,7.15
6139,TAKA,Syarikat Takaful,syarikat-takaful-malaysia-bhd,3.45
2259,TALA,Talam Transform,talam-transform-bhd,0.01
5191,TAMB,Tambun Indah Land,tambun-indah-land-bhd,0.91
2429,TANC,Tanco,tanco-holdings-bhd,0.555
9369,TGLB,Teo Guan Lee Corp,teo-guan-lee-corporation-bhd,1.07
9075,THET,Theta Edge,theta-edge-bhd,0.71
7071,OCRG,OCR,takaso-resources-bhd,0.075
7230,TMEI,Tomei Consolidated,tomei-consolidated-bhd,1.08
4405,TNCS,Tan Chong Motor,tan-chong-motor-holdings-bhd,1.07
7176,TPCP,TPC Plus,tpc-plus-bhd,0.31
5622,PIMP,Pimpinan Eshan,triplc-bhd,1.38
5054,TRCG,TRC Synergy,trc-synergy-bhd,0.335
7252,TSCP,Teo Seng Capital,teo-seng-capital-bhd,1.04
7200,TSHB,Tek Seng,tek-seng-holdings-bhd,0.315
5042,TSRP,TSR Capital,tsr-capital-bhd,0.255
1368,UEME,UEM Edgenta,faber-group-bhd,0.98
5243,VELE,Velesto Energy,umw-oil-and-gas-corporation,0.23
2593,UMRS,United Malacca,united-malacca-bhd,5.26
5005,UNSM,Unisem M,unisem-m-bhd,3.4
7757,UPAB,UPA Corp,upa-corporation-bhd,0.79
2089,UTPS,United Plantations,united-plantations-bhd,16.06
0097,VTRX,ViTrox Corp,vitrox-corporation-bhd,8.07
0008,WLOW,Willowglen MSC,willowglen-msc-bhd,0.365
5246,WPHB,Westports,westports-holdings-bhd,3.57
4243,WTKH,WTK,wtk-holdings-bhd,0.445
7121,XLHO,XL Holdings Bhd,xian-leng-holdings-bhd,0.845
5156,XIDE,XiDeLang,xidelang-holdings-ltd,0.02
7003,YGCB,Y&G Corp,y-g-corp-bhd,0.765
5159,YGON,Yoong Onn Corp,yoong-onn-corporation-bhd,1.35
7293,YINS,Yinson,yinson-holdings-bhd,2.55
3158,YNHB,YNH Property,ynh-property-bhd,4.9
7178,YSPS,YSP Southeast Asia,ysp-southeast-asia-holding-bhd,2.47
7028,ZCON,ZECON,zecon-bhd,0.39
2283,ZLAN,Zelan,zelan-bhd,0.035
7031,AMTH,Amtel Holdings Bhd,amtel-holdings-bhd,0.605
7035,CCKH,CCK Consolidated Holdings,cck-consolidated-holdings,0.72
5082,ANNU,Annum Bhd,cymao-holdings-bhd,0.18
5036,EDSB,Edaran Bhd,edaran-bhd,0.515
7033,KHLH,Kumpulan H L High Tech,kumpulan-h-l-high-tech,0.89
6211,KIAL,Kia Lim Bhd,kia-lim-bhd,0.34
5371,KIMH,Kim Hin Industry Bhd,kim-hin-industry-bhd,0.45
9466,KKBE,KKB Engineering Berhad,kkb-engineering-berhad,1.35
7164,KNMP,KNM Group Bhd,knm-group-bhd,0.08
7017,KOMK,Komarkcorp Bhd,komarkcorp-bhd,0.045
7130,RENE,Reneuco Bhd,kumpulan-powernet-bhd,0.22
3476,KSMS,Keck Seng Malaysia,keck-seng-malaysia-bhd,4.13
9326,LBAL,LB Aluminium Bhd,lb-aluminium-bhd,0.47
8745,SFCA,S F Capital Bhd,leweko-resources-bhd,0.12
4235,LLBM,Lion Industries Corp,lion-industries-corp,0.315
5068,LTER,Luster Industries Bhd,luster-industries-bhd,0.08
9199,LYSA,Lysaght Galvanized Steel,lysaght-galvanized-steel,1.93
7004,MCEI,MCE Holdings,multi-code-electronics-industries,1.81
8192,MEIS,Mercury Industries Bhd,mercury-industries-bhd,0.97
5223,MENT,Mentiga Corporation Bhd,mentiga-corporation-bhd,0.435
5001,MIEC,Mieco Chipboard Bhd,mieco-chipboard-bhd,0.63
7595,MGBB,MGB,ml-global-bhd,0.69
5576,MNHO,Minho M Bhd,minho-m-bhd,0.295
7219,MNTH,Minetech Resources Bhd,minetech-resources-bhd,0.06
5916,MSCB,Malaysia Smelting,malaysia-smelting-corp,2.2
3778,MSTM,Melewar Industrial Group,melewar-industrial-group,0.255
5152,MUBL,Muar Ban Lee Group Bhd,muar-ban-lee-group-bhd,0.47
3883,MUDA,Muda Holdings Bhd,muda-holdings-bhd,1.46
9539,MUHB,Multi Usage Holdings Bhd,multi-usage-holdings-bhd,0.5
5087,MYCS,Mycron Steel Bhd,mycron-steel-bhd,0.345
4944,NMBS,Nylex Malaysia Bhd,nylex-malaysia-bhd,0.485
7140,OKAC,Oka Corporation Bhd,oka-corporation-bhd,0.66
5065,ORPA,Ornapaper Bhd,ornapaper-bhd,0.94
7225,PARB,P.A. Resources Bhd,p.a.-resources-bhd,0.27
9997,PENS,Pensonic Holdings Bhd,pensonic-holdings-bhd,0.46
8311,PESO,Pesona Metro Holdings Bhd,pesona-metro-holdings-bhd,0.175
8117,PGFC,PGF Capital Bhd,poly-glass-fibre-m-bhd,1.35
7095,PIEN,PIE Industrial Bhd,pie-industrial-bhd,2.81
7172,PMBT,PMB Technology Bhd,pmb-technology-bhd,3.79
8869,PMET,Press Metal Bhd,press-metal-bhd,4.81
7080,PMJU,Permaju Industries Bhd,permaju-industries-bhd,0.045
6637,PNEB,PNE PCB Bhd,pne-pcb-bhd,0.065
8273,PPHB,Public Packages Holdings,public-packages-holdings,0.645
5436,PSTM,Perusahaan Sadur Timah,perusahaan-sadur-timah,4.07
9873,PTAR,Prestar Resources Bhd,prestar-resources-bhd,0.41
7123,PWPB,Priceworth International,priceworth-international,0.155
7765,RAPD,Rapid Synergy Bhd,rapid-synergy-bhd,22.56
7232,RESN,Resintech Bhd,resintech-bhd,0.49
7803,HEXR,Hextar,rubberex-corporation-m,0.24
5170,SACB,Sarawak Cable Bhd,sarawak-cable-bhd,0.08
9113,ICOI,Iconic Worldwide,sanbumi-holdings-bhd,0.12
7811,SAPU,Sapura Industrial Bhd,sapura-industrial-bhd,0.845
7207,SCCE,Success Transformer Corp,success-transformer-corp,0.63
7073,SCER,Seacera Group Bhd,seacera-group-bhd,0.21
7247,SCGB,SCGM Bhd,scgm-bhd,0.585
9237,SCIB,Sarawak Consolidated Industries,sarawak-consolidated-industries,0.435
0028,SCPE,Scope Industries Bhd,scope-industries-bhd,0.135
7239,SCWF,Scanwolf Corporation Bhd,scanwolf-corporation-bhd,0.43
4286,SEAL,SEAL Incorporated Bhd,seal-incorporated-bhd,0.515
7155,SKPR,SKP Resources Bhd,skp-resources-bhd,0.915
5145,SLKI,Sealink International Bhd,sealink-international-bhd,0.085
7248,SLPB,SLP Resources Bhd,slp-resources-bhd,0.89
4324,HENY,Hengyuan Refining,shell-refining-company,3.36
7099,MAYU,Mayu Global Bhd,smpc-corporation-bhd,0.29
2739,TECA,TechnaX Bhd,sino-hua-an-international,0.015
5134,SOUS,Southern Acids M Bhd,southern-acids-m-bhd,3.43
7235,SPLH,Superlon Holdings Bhd,superlon-holdings-bhd,0.65
5665,STEE,Southern Steel Bhd,southern-steel-bhd,0.525
4731,STIK,Scientex Bhd,scientex-bhd,3.53
6904,SUBU,Subur Tiasa Holdings Bhd,subur-tiasa-holdings-bhd,0.87
3743,SUNS,Sunsuria Bhd,sunsuria-bhd,0.455
5176,SUNW,Sunway Real Estate Invest Trust,sunway-real-estate-invest-trust,1.52
4022,MAXI,Maxim Global Bhd,tadmax-resources-bhd,0.185
5178,INGE,Ingenieur Gudang Bhd,tatt-giap-group-bhd,0.115
9741,ROHA,Rohas Tecnic,tecnic-group-bhd,0.26
6378,WMGH,WMG Holdings Bhd,tekala-corporation-bhd,0.085
7034,TGIB,Thong Guan Industries Bhd,thong-guan-industries-bhd,2.12
0012,THEA,Three A Resources Bhd,three-a-resources-bhd,0.81
5010,THRB,Tong Herr Resources Bhd,tong-herr-resources-bhd,2.6
7079,TWLH,TWL Holdings Bhd,tiger-synergy-bhd,0.035
7285,TOMY,Tomypak Holdings Bhd,tomypak-holdings-bhd,0.415
5149,TSOF,TAS Offshore Bhd,tas-offshore-bhd,0.2
4359,TURY,Turiya Bhd,turiya-bhd,0.185
7854,TWEL,Timberwell Bhd,timberwell-bhd,0.475
7374,TWPH,Tien Wah Press Holdings,tien-wah-press-holdings,0.815
7100,UCHI,Uchi Technologies Bhd,uchi-technologies-bhd,3.5
7227,UMSN,UMS Neiken,ums-neiken-group-bhd,0.905
7133,UULI,United U Li Corporation,united-u-li-corporation,1.0
6963,VSID,VS Industry Bhd,vs-industry-bhd,0.845
4995,VSTL,Versatile Creative Bhd,versatile-creative-bhd,0.595
5142,WASC,Wasco Bhd,wah-seong-corporation-bhd,0.98
7226,WATA,Watta Holding Bhd,watta-holding-bhd,0.595
7231,WCAL,Wellcall Holdings Bhd,wellcall-holdings-bhd,1.2
7050,WENG,Wong Engineering Corp,wong-engineering-corp,0.36
5009,WHSE,White Horse Bhd,white-horse-bhd,0.6
7245,CITA,Citaglobal Bhd,wz-satu-bhd,1.37
7020,ASTE,Asteel Bhd,ykgi-holdings-bhd,0.115
5048,YBVE,YB Ventures Bhd,yi-lai-bhd,0.31
7014,YLIH,YLI Holdings Bhd,yli-holdings-bhd,0.36
7184,GLOA,G3 Global,yen-global-bhd,0.025
5264,MALA,Malakoff Corporation Bhd,malakoff-corporation-bhd,0.615
5199,HIBI,Hibiscus Petroleum BHD,hibiscus-petroleum-bhd,0.925
0178,SEDA,Sedania Innovator Bhd,sedania-innovator-bhd,0.215
5267,XINW,Xin Hwa Holdings Bhd,xin-hwa-holdings-bhd,0.235
0100,ESCM,ES Ceramics Technology Bhd,es-ceramics-technology-bhd,0.18
5268,TOPB,Top Builders Capital Bhd,ikhmas-jaya-group-bhd,0.02
0127,JHMC,JHM Consolidation Bhd,jhm-consolidation-bhd,0.81
0123,PRTB,Privasia Technology Bhd,privasia-technology-bhd,0.105
5263,SCOG,Sunway Construction Group Bhd,sunway-construction-group-bhd,1.71
0055,SSOL,Sersol Bhd,sersol-bhd,0.12
0181,AEML,Aemulus Holdings Bhd,aemulus-holdings-bhd,0.34
5269,ALSA,Al-Salam Real Estate,al-salam-real-estate-investment,0.465
5230,TUNE,Tune Protect Group Bhd,tune-protect-group-bhd,0.405
5265,DOLP,Dolphin International Bhd,dolphin-international-bhd,0.02
7199,KEHG,Kein Hing International Bhd,kein-hing-international-bhd,1.36
7234,MESB,MESB Bhd,mesb-bhd,0.445
5098,MSWK,Malaysia Steel Works KL Bhd,malaysia-steel-works-kl-bhd,0.32
0043,MTNC,Metronic Global Bhd,metronic-global-bhd,0.015
3891,MUIB,Malayan United Industries Bhd,malayan-united-industries-bhd,0.06
4464,PEGA,Pegasus Heights Bhd,naim-indah-corporation-bhd,0.01
5047,NPCR,NPC Resources Bhd,npc-resources-bhd,1.81
5533,OCBB,OCB Bhd,ocb-bhd,0.69
3018,OLYM,Olympia Industries Bhd,olympia-industries-bhd,0.08
0153,OVER,Oversea Enterprise Bhd,oversea-enterprise-bhd,0.11
8419,PANS,Pansar Bhd,pansar-bhd,0.585
5041,PBAH,PBA Holdings Bhd,pba-holdings-bhd,0.805
6254,PDZH,PDZ Holdings Bhd,pdz-holdings-bhd,0.03
8346,PERA,Perak Corporation Bhd,perak-corporation-bhd,0.31
7201,PGSV,Progressive Impact Corporation Bhd,progressive-impact-corporation-bhd,0.075
7081,PHMA,Pharmaniaga Bhd,pharmaniaga-bhd,0.39
7163,PJSB,PJBumi Bhd,pjbumi-bhd,0.97
5125,PNTE,Pantech Group Holdings Bhd,pantech-group-holdings-bhd,0.765
5204,AWAN,Awanbiru Technology Bhd,prestariang-bhd,0.395
5133,PTRE,Petra Energy Bhd,petra-energy-bhd,0.8
7544,QCHB,Quality Concrete Holdings Bhd,quality-concrete-holdings-bhd,1.16
7498,RALC,Ralco Corporation Bhd,ralco-corporation-bhd,0.83
0037,RGBI,RGB International Bhd,rgb-international-bhd,0.335
8885,AVIL,Avillion Bhd,reliance-pacific-bhd,0.06
5147,SAHB,Samchem Holdings Bhd,samchem-holdings-bhd,0.555
0099,SCCM,Scicom MSC Bhd,scicom-msc-bhd,1.14
7045,SCES,Scomi Energy Services Bhd,scomi-energy-services-bhd,0.005
7053,SCHB,See Hup Consolidated Bhd,see-hup-consolidated-bhd,0.99
0161,HEXA,Hextar Industries Bhd,sch-group-bhd,0.47
9792,SEDU,SEG International Bhd,seg-international-bhd,0.69
9431,SENI,Seni Jaya Corporation Bhd,seni-jaya-corporation-bhd,0.51
5163,SERE,Seremban Engineering Bhd,seremban-engineering-bhd,0.81
7115,SKBC,SKB Shutters Corporation Bhd,skb-shutters-corporation-bhd,0.345
8567,SLCN,Salcon Bhd,salcon-bhd,0.185
7165,CSHA,CSH Alliance Bhd,spring-gallery-bhd,0.04
6084,STAR,Star Media Group Bhd,star-media-group-bhd,0.415
6521,SURI,Suria Capital Holdings Bhd,suria-capital-holdings-bhd,1.28
5272,RANH,Ranhill Holdings,symphony-house-bhd,0.54
5173,SHIN,Shin Yang Shipping Corporation Bhd,shin-yang-shipping-corporation-bhd,0.615
5140,TASC,Tasco Bhd,tasco-bhd,0.83
8702,TEXC,Texchem Resources Bhd,texchem-resources-bhd,1.12
7439,TGPB,Teck Guan Perdana Bhd,teck-guan-perdana-bhd,1.68
7228,TGLO,T7 Global,tanjung-offshore-bhd,0.47
0101,TMCN,TMC Life Sciences Bhd,tmc-life-sciences-bhd,0.62
8397,TNTT,Tiong Nam Logistics Holdings Bhd,tiong-nam-logistics-holdings-bhd,0.71
7173,TOYO,Toyo Ventures Holdings Bhd,toyo-ink-group-bhd,1.34
5167,TURB,Turbo Mech Bhd,turbo-mech-bhd,0.72
7097,TWHB,Ta Win Holdings Bhd,ta-win-holdings-bhd,0.04
8524,TWRK,Taliworks Corporation Bhd,taliworks-corporation-bhd,0.81
0089,TXCY,Tex Cycle Technology M Bhd,tex-cycle-technology-m-bhd,0.76
7091,UMEC,Unimech Group Bhd,unimech-group-bhd,1.62
7137,UMSH,UMS Holdings Bhd,ums-holdings-bhd,1.76
7250,UZMA,Uzma Bhd,uzma-bhd,0.7
7240,INFR,Infraharta Holdings Bhd,voir-holdings-bhd,0.1
5016,WATC,Warisan TC Holdings Bhd,warisan-tc-holdings-bhd,1.09
7692,MYTE,MyTech Bhd,widetech-malaysia-bhd,0.38
7025,WLAN,Woodlandor Holdings Bhd,woodlandor-holdings-bhd,0.795
0165,XOXB,XOX Bhd,xox-bhd,0.015
0180,KIMT,Kim Teck Cheong Consolidated Bhd,kim-teck-cheong-consolidated-bhd,0.235
0113,MMST,MMS Ventures Bhd,mms-ventures-bhd,0.61
5270,RED,Red Sena Bhd,red-sena-bhd,0.505
0140,XOXN,Xox Networks Bhd,sterling-progress-bhd,0.025
0034,MMAG,MMAG Holdings,mmag-holdings-bhd,0.01
5273,CHIU,Chin Hin Bhd,chin-hin-group-bhd,4.27
0060,HARE,Harvest Miracle Capital Bhd,skh-consortium-bhd,0.105
0069,VINV,Vinvest Capital Holdings Bhd,vivocom-intl-holdings-bhd,0.08
5275,MYNE,myNEWS,bison-consolidated-bhd,0.465
0079,ALDR,Aldrich Resources Bhd,orion-lxl-bhd,0.03
0018,LAMB,Lambo,accsoft-technology-bhd,0.02
5271,PECC,Pecca Group,pecca-group-bhd,1.05
0182,LKLI,LKL International Bhd,lkl-international-bhd,0.15
0183,SALU,Salutica Bhd,salutica-bhd,0.69
5226,GAQR,Gabungan,gabungan-aqrs-bhd,0.31
5276,DNCO,Dancomech,dancomech-holdings-bhd,0.41
0081,REKA,Rekatech Capital Bhd,mega-sun-city-holdings-bhd,0.07
7071PA,OCRGq,OCR Bhd,oc-resources-bhd,0.015
0185,HSSE,HSS Engineers,hss-engineers-bhd,0.52
0093,SLEG,Solution Engineering,solution-engineering-holdings-bhd,0.215
0186,PERT,Perak Transit,perak-transit-bhd,1.09
8362,KYMH,KYM Bhd,kym-holdings-bhd,0.5
9881,LEAD,Leader Steel Bhd,leader-steel-holdings-bhd,0.45
6149,MROD,Metrod Bhd,metrod-holdings-bhd,1.38
5025,AURH,Auro Holdings Bhd,nwp-holdings-bhd,0.175
7132,SMBH,SMISoration Bhd,smis-corporation-bhd,0.8
7218,TOCE,Transocean Bhd,transocean-holdings-bhd,1.85
7203,WGZH,Wang-Zheng Bhd,wang-zheng-bhd,0.73
0150,FINT,Fintec Global,asia-bioenergy-technologies-bhd,0.005
0122,AIMD,Advance Info Marketing,advance-information-marketing-bhd,0.205
0048,ANCO,Ancom Logistics,ancom-logistics-bhd,0.14
0159,ASMG,Asia Media,asia-media-group-bhd,0.14
0105,ASPY,Asia Poly,asia-poly-holdings-bhd,0.09
0072,ATSM,AT Systematization,at-systematization-bhd,0.01
0098,BAHV,Bahvest Resources Bhd,borneo-aqua-harvest-bhd,0.32
7251,BARA,Barakah Offshore Petroleum,barakah-offshore-petroleum-bhd,0.06
0187,BCMA,BCM Alliance,bcm-alliance-bhd,0.015
0011,BECH,Brite Tech,brite-tech-bhd,0.31
0163,CARE,Careplus Group,careplus-group-bhd,0.29
0102,WAJA,Waja Konsortium Bhd,connectcounty-holdings-bhd,0.08
0152,DGBA,DGB Asia,dgb-asia-bhd,0.01
0131,DIVF,Divfex Bhd,diversified-gateway-solutions-bhd,0.12
0029,DIGS,Digistar,digistar-corporation-bhd,0.07
5253,ECOH,Econpile,econpile-holdings-bhd,0.215
0107,EDUS,Eduspec,eduspec-holdings-bhd,0.035
5208,EITA,EITA Resources,eita-resources-bhd,0.695
5228,ELKD,ELK-Desa Resources,elk-desa-resources-bhd,1.25
0090,ELSR,Elsoft Research,elsoft-research-bhd,0.575
0116,FCDY,Focus Dynamics,focus-dynamics-group-bhd,0.02
0045,SOUH,Southern Score Builders Berhad,g-neptune-bhd,0.2
0074,GOCE,Green Ocean,green-ocean-corporation-bhd,0.01
5592,GRAN,Grand Central Enterprises,grand-central-enterprises-bhd,0.35
0056,NCTA,NCT Alliance Bhd,grand-flo-bhd,0.36
0136,GRYB,Greenyield,greenyield-bhd,0.205
0104,GTCY,Genetec Tech,genetec-technology-bhd,2.54
0175,HHRG,HHRG Bhd,heng-huat-resources-group-bhd,0.32
0160,HIAP,Hiap Huat,hiap-huat-holdings-bhd,0.13
5255,ICON,Icon Offshore,icon-offshore-bhd,0.07
0023,IFCA,IFCA MSC,ifca-msc-bhd,0.29
0162,WIDA,Widad Bhd,ideal-jacobs-malaysia-corporation,0.42
0094,ZENT,Zen Tech International Bhd,inix-technologies-holdings-bhd,0.02
0147,INNY,Innity Corporation,innity-corporation-bhd,0.38
0010,IRIB,IRIS Corporation,iris-corporation-bhd,0.09
0024,JAGB,JAG,jag-bhd,0.325
0170,KANG,Kanger Intl,kanger-international-bhd,0.035
0054,KARY,Karyon Industries,karyon-industries-bhd,0.17
0151,KELG,Kelington Group,kelington-group-bhd,1.52
0111,KONE,K-One Tech,k-one-technology-bhd,0.15
0176,KRON,Kronologi Asia,kronologi-asia-bhd,0.57
1643,LMHS,Landmarks,landmarks-bhd,0.125
0025,YBSI,YBS Intl,lng-resources-bhd,0.715
6645,LTKH,Lingkaran Trans Kota,lingkaran-trans-kota-holdings-bhd,0.51
0126,MCRK,Microlink Solutions,microlink-solutions-bhd,0.91
0112,MIKB,Mikro MSC,mikro-msc-bhd,0.22
0085,MLBS,Mlabs Systems,mlabs-systems-bhd,0.02
0059,ECOB,Ecobuilt Holdings Bhd,m-mode-bhd,0.085
0103,MNCW,M N C Wireless,m-n-c-wireless-bhd,0.135
0070,MQTE,MQ Tech,mq-technology-bhd,0.03
0017,XOXT,XOX Tech Bhd,m3-technologies-asia-bhd,0.035
0092,MTOU,mTouche Tech,mtouche-technology-bhd,0.04
0075,LYCH,Lyc Healthcare,mexter-technology-bhd,0.205
0020,NETX,NetX,netx-holdings-bhd,0.07
0096,NEXG,Nexgram,nexgram-holdings-bhd,0.015
0108,NNCB,N2N Connect,n2n-connect-bhd,0.49
0026,NOVS,Nova MSC,nova-msc-bhd,0.115
0172,OCKG,OCK Group,ock-group-bhd,0.41
0040,OPYS,OpenSys M,opensys-m-bhd,0.32
0053,OSKV,OSK Ventures Intl,osk-ventures-international-bhd,0.455
0177,PASU,Pasukhas Group,pasukhas-group-bhd,0.17
5219,PEIN,PESTECH Intl,pestech-international-bhd,0.295
1287,PGKN,Pan Malaysia,pan-malaysia-holdings-bhd,0.06
0171,PLHB,PeterLabs,peterlabs-holdings-bhd,0.185
0038,ARTR,Artroniq Berhad,plastrade-technology-bhd,0.755
0005,UCRE,UCrest,palette-multimedia-bhd,0.145
6807,PNHB,Puncak Niaga,puncak-niaga-holdings-bhd,0.305
0007,PUCB,PUC,puc-founder-msc-bhd,0.03
0080,STRA,Straits Inter Logistics,raya-international-bhd,0.11
5256,RESE,Reach Energy,reach-energy-bhd,0.035
0173,CATH,Catcha Digital Bhd,rev-asia-bhd,0.425
0106,REXT,Rexit,rexit-bhd,0.765
0032,RTON,Redtone International,redtone-international-bhd,0.67
5252,SAHO,Sasbadi,sasbadi-holdings-bhd,0.205
0133,SAIH,Sanichi Techn,sanichi-technology-bhd,0.02
0158,SCCH,SCC,scc-holdings-bhd,0.325
0109,SCST,SC Estate Builder,sc-estate-builder-bhd,0.035
0001,SCTH,Supercomnet Tech,supercomnet-technologies-bhd,1.33
5078,MARI,Marine General,silk-holdings-bhd,0.175
5517,SHGM,Shangri La Hotels Malaysia,shangri-la-hotels-malaysia-bhd,2.57
0129,SIVR,Silver Ridge,silver-ridge-holdings-bhd,0.64
0117,SMRS,SMRT,smrt-holdings-bhd,0.685
5242,SOIL,Solid Automotive,solid-automotive-bhd,0.185
0050,SYST,Systech,systech-bhd,0.36
0148,SZBB,Sunzen Biotech,sunzen-biotech-bhd,0.195
0084,FAST,Techfast,techfast-holdings-bhd,0.1
0145,TFPS,TFP Solutions,tfp-solutions-bhd,0.055
5239,TITI,Titijaya Land,titijaya-land-bhd,0.265
0132,TOEX,TechnoDex,technodex-bhd,0.075
0120,VSDY,VisDynamics,visdynamics-holdings-bhd,0.425
0066,VSOL,Vsolar Group,vsolar-group-bhd,0.225
0095,MAGH,MAG Holdings Berhad,xinghe-holdings-bhd,0.2
0086,YGLC,YGL Convergence,ygl-convergence-bhd,0.14
7066,YONG,Yong Tai,yong-tai-bhd,0.43
5109,YTLR,YTL Hospitality REIT,ytl-hospitality-reit,0.97
6556PA,ANNJq,Ann Joo Resources Pref,ann-joo-resources-bhd-pref,0.45
8664PA,SETIq,SP Setia Pref,s-p-setia-bhd,0.91
7066PA,YONGq,Yong Tai Pref,yong-tai-bhd-pref,0.09
5278,RHON,Rhone Ma,rhone-ma-holdings-bhd,0.7
5277,FOUN,FoundPac,foundpac-group-bhd,0.425
0188,HLTG,HLT Global,hlt-global-bhd,0.18
0189,MATA,Matang,matang-bhd,0.09
5280,KIPR,KIP REIT,kip-real-estate-investment-trust,0.9
5279,SERB,Serba Dinamik,serba-dinamik-holdings-bhd,0.02
8605PA,FIHBq,Federal International,federal-furniture-holdings-m-bhd,0.13
5283,ECOD,Eco World Intl,eco-world-international-bhd,0.615
0190,EVES,Eversafe Rubber,eversafe-rubber-bhd,0.245
0191,CABN,Cabnet Holdings,cabnet-holdings-bhd,0.235
0192,INTA,Inta Bina Group,inta-bina-group-bhd,0.235
5281,ADVN,Advancecon Holdings,advancecon-holdings-bhd,0.35
5284,LOTT,Lotte Chemical,lotte-chemical-titan,1.24
5123,SENT,Sentral REIT,mrcb-quill-unit,0.83
0146,JFTB,JF Tech,jf-tech,0.88
5789PA,LBSBq,LBS Bina Pref,lbs-bina,0.925
5121,HEKR,Hektar REIT,hektar-reit,0.64
0193,KINE,Kinergy Advancement Bhd,kejuruteraan-asastera,0.335
5285,SIPL,Sime Darby Plantation,sime-darby-plantation,4.57
5288,SIPR,Sime Darby Property,sime-darby-property,0.555
0068,ASDN,Asdion,asdion,0.03
0195,BINC,Binasat Communications,binasat-communications,0.29
5110,UOAR,UOA REIT,uoa-reit,1.13
03005,METO,Metro Healthcare,metro-healthcare,0.63
0198,GDBH,GDB,gdb,0.21
0196,QESG,QES,qes,0.6
0199,TRIM,Tri-Mode,tri-mode,0.35
0039,GFMS,GFM Services,gfm-services,0.18
5130,ATRL,Atrium,atrium,1.41
5120,AMFL,AmFIRST,amfirst,0.335
5127,AMRY,AmanahRaya Real Estate,amanahraya-real-estate,0.45
5111,TWRE,Tower Real Estate,tower-real-estate,0.42
5286,MITE,MI Technovation,mi-equipment,1.57
0200,REVE,Revenue Group,revenue-group,0.26
0202,RADI,Radiant Globaltech,radiant-globaltech,0.35
0201,NOVW,Nova Wellness,nova-wellness,0.685
0203,SECU,Securemetric,securemetric-berhad,0.135
5289,TECB,Techbond,techbond-group,0.37
0197,WEGM,Wegmans,wegmans,0.185
03013,TOPV,Topvision Eye Specialist,topvision-eye-specialist,0.75
03016,CARL,Carlo Rino Bhd,crg,0.2
0206,GAGA,Gagasan Nadi Cergas,gagasan-nadi-cergas,0.32
0205,DPIH,Dpi,dpi-holdings,0.18
03017,UNIW,Uni Wall Aps Holdings,uni-wall-aps-holdings,0.79
03018,SUPR,Supreme Consolidated Resources,supreme-consolidated-resources,0.68
7108,PTRD,Perdana Petroleum,perdana-petroleum,0.165
03023,SMIL,Smile Link Healthcare,smile-link-healthcare,0.195
6633,LEOG,Leong Hup International Berhad,leong-hup-international-berhad,0.525
0208,GREA,Greatech Technology,greatech-technology-bhd,4.45
5291,HPMT,HPMT Holdings,hpmt-holdings-bhd,0.345
0207,MEST,Mestron Holdings,mestron-holdings,0.425
0022,PARL,Parlo Bhd,parlo-bhd,0.115
0213,MTAG,Mtag Group Berhad,mtag-group-berhad,0.42
5116,ALQA,Al Aqar,al-aqar-healthcare-reit,1.26
0215,SOLA,Solarvest,solarvest-holdings-bhd,1.24
5292,UWCB,Uwc,uwc-bhd,3.42
5211WB,SWAY_ta,Sunway,sunway-berhad,0.32
0217,POWR,Powerwell,powerwell-holdings-bhd,0.21
0218,ACOG,Aco Group Bhd,aco-group-bhd,0.22
5106,AXSR,Axis Real Estate Investment Trust,axis-real-estate-investment-trust,1.82
5293,AMEE,AME Elite Consortium Bhd,ame-elite-consortium-bhd,1.36
03032,ASTA,Astramina Group Berhad,astramina-group-berhad,0.37
0157,FOPT,Focus Point Holdings Bhd,focus-point-holdings-bhd,0.8
0209,AIMF,Aimflex Bhd,i-stone-group-bhd,0.16
5295,INNA,Innature Bhd,innature-bhd,0.6
0210,KIMI,Kim Hin Joo,kim-hin-joo,0.2
