stock_number,stock_code,stock_name,weblink,price
7191,ADVE,Adventa,adventa-bhd,0.48
7192,GIIB,GIIB Holdings Bhd,goodway-integrated-industries,0.105
7195,CMNL,Comintel Corp,comintel-corporation-bhd,0.865
7197,GESH,Ge Shen Corp,ge-shen-corporation-bhd,1.44
7198,DPSS,DPS Resources,dps-resources-bhd,0.41
7199,KEHG,Kein Hing International Bhd,kein-hing-international-bhd,1.36
7200,TSHB,Tek Seng,tek-seng-holdings-bhd,0.315
7201,PGSV,Progressive Impact Corporation Bhd,progressive-impact-corporation-bhd,0.075
7202,CSCB,Classic Scenic,classic-scenic-bhd,0.43
7203,WGZH,Wang-Zheng Bhd,wang-zheng-bhd,0.73
7204,DOVT,D O Green Tech,d-o-green-technologies-bhd,3.98
7207,SCCE,Success Transformer Corp,success-transformer-corp,0.63
7208,ERHB,Euro,euro-holdings-bhd,0.08
7209,CETH,Cheetah,cheetah-holdings-bhd,0.125
7210,FMHB,FM Global Logistics Holdings Bhd,freight-management-holdings,0.55
7211,TAFI,TAFI Industries,tafi-industries-bhd,0.61
7212,DEST,Destini,destini-bhd,0.085
7214,ARNK,A Rank,a-rank-bhd,0.515
7215,NHSN,Ni Hsin Resources,ni-hsin-resources-bhd,0.125
7216,KWNF,Kawan Food,kawan-food-bhd,1.82
7217,EONM,Eonmetall,eonmetall-group-bhd,0.54
7218,TOCE,Transocean Bhd,transocean-holdings-bhd,1.85
7219,MNTH,Minetech Resources Bhd,minetech-resources-bhd,0.06
7221,BSLC,BSL Corp,bsl-corp-bhd,0.04
7222,IMSP,Imaspro Corp,imaspro-corporation-bhd,5.09
7223,JADI,Jadi Imaging,jadi-imaging-holdings-bhd,0.025
7225,PARB,P.A. Resources Bhd,p.a.-resources-bhd,0.27
7226,WATA,Watta Holding Bhd,watta-holding-bhd,0.595
7227,UMSN,UMS Neiken,ums-neiken-group-bhd,0.905
7228,TGLO,T7 Global,tanjung-offshore-bhd,0.47
7229,FVCO,Favelle Favco,favelle-favco-bhd,1.77
7230,TMEI,Tomei Consolidated,tomei-consolidated-bhd,1.08
7231,WCAL,Wellcall Holdings Bhd,wellcall-holdings-bhd,1.2
7232,RESN,Resintech Bhd,resintech-bhd,0.49
7233,DUFU,Dufu Tech Corp,dufu-tech-corp-bhd,1.9
7234,MESB,MESB Bhd,mesb-bhd,0.445
7235,SPLH,Superlon Holdings Bhd,superlon-holdings-bhd,0.65
7237,POWE,Power Root,power-root-bhd,2.0
7237WA,POWE_t,Power Root Bhd,power-root-warrant,0.495
7239,SCWF,Scanwolf Corporation Bhd,scanwolf-corporation-bhd,0.43
7240,INFR,Infraharta Holdings Bhd,voir-holdings-bhd,0.1
7241,NEXT,Nextgreen Global,bhs-industries-bhd,0.87
7243,IMPI,Impiana Hotels,bio-osmo-bhd,0.05
7245,CITA,Citaglobal Bhd,wz-satu-bhd,1.37
7246,SGNA,Signature Int,signature-international-bhd,1.26
7247,SCGB,SCGM Bhd,scgm-bhd,0.585
7248,SLPB,SLP Resources Bhd,slp-resources-bhd,0.89
7249,EWEI,Ewein,ewein-bhd,1.3
7250,UZMA,Uzma Bhd,uzma-bhd,0.7
7251,BARA,Barakah Offshore Petroleum,barakah-offshore-petroleum-bhd,0.06
7252,TSCP,Teo Seng Capital,teo-seng-capital-bhd,1.04
7253,HDEB,Handal Resources,handal-resources-bhd,0.165
7277,DIAL,Dialog,dialog-group-bhd,2.2
7285,TOMY,Tomypak Holdings Bhd,tomypak-holdings-bhd,0.415
7293,YINS,Yinson,yinson-holdings-bhd,2.55
7315,ARTW,AHB,ahb-holdings-bhd,0.145
7323,KENH,Ken,ken-holdings-bhd,0.525
7374,TWPH,Tien Wah Press Holdings,tien-wah-press-holdings,0.815
7382,GOLD,Golden Land,golden-land-bhd,0.235
7412,SHHR,SHH Resources,shh-resources-holdings-bhd,1.05
7439,TGPB,Teck Guan Perdana Bhd,teck-guan-perdana-bhd,1.68
7471,EDEN,Eden Inc,eden-inc-bhd,0.17
7498,RALC,Ralco Corporation Bhd,ralco-corporation-bhd,0.83
7501,HLEN,Harn Len Corp,harn-len-corporation-bhd,0.735
7528,DKLS,DKLS Industries,dkls-industries-bhd,2.16
7544,QCHB,Quality Concrete Holdings Bhd,quality-concrete-holdings-bhd,1.16
7579,AWCF,AWC,awc-bhd,0.49
7595,MGBB,MGB,ml-global-bhd,0.69
7609,AJIY,Ajiya,ajiya-bhd,1.47
7617,MAGN,Magna Prima,magna-prima-bhd,0.42
7668,BESH,Beshom Holdings Bhd,hai-o-enterprise-bhd,1.02
7676,GCAP,G Capital Bhd,gunung-capital-bhd,0.42
7692,MYTE,MyTech Bhd,widetech-malaysia-bhd,0.38
7722,ASIA,Asia Brands,asia-brands-bhd,0.505
7757,UPAB,UPA Corp,upa-corporation-bhd,0.79
7765,RAPD,Rapid Synergy Bhd,rapid-synergy-bhd,22.56
7773,EPMB,EP Manufacturing,ep-manufacturing-bhd,0.875
7803,HEXR,Hextar,rubberex-corporation-m,0.24
7811,SAPU,Sapura Industrial Bhd,sapura-industrial-bhd,0.845
7854,TWEL,Timberwell Bhd,timberwell-bhd,0.475
7889,THRI,Thriven Global,mulpha-land-bhd,0.11
7935,MILU,Milux Corp,milux-corporation-bhd,0.58
7943,MPIR,Mpire Global Bhd,len-cheong-holding-bhd,0.15
7986,CNAC,CN Asia Corp,cn-asia-corporation-bhd,0.18
8044,CFMS,Computer Forms,computer-forms-(malaysia)-bhd,0.17
8052,CENT,Central Industrial,central-industrial-corp,1.8
8079,LHTM,Lee Swee Kiat,lee-swee-kiat-group-bhd,0.815
8117,PGFC,PGF Capital Bhd,poly-glass-fibre-m-bhd,1.35
8125,SCIE,Scientex Packaging,daibochi-plastic-packaging,2.3
8133,BHIB,Boustead Heavy Ind,boustead-heavy-industries,0.4
8141,MJPR,Majuperak,majuperak-holdings-bhd,0.36
8176,ATAI,ATA IMS,denko-industrial-corporation,0.25
8192,MEIS,Mercury Industries Bhd,mercury-industries-bhd,0.97
8206,ECOW,Eco World Develop,eco-world-develop-group,0.88
8273,PPHB,Public Packages Holdings,public-packages-holdings,0.645
8303,LOTU,Lotus KFM Bhd,kuantan-flour-mills-bhd,0.275
8311,PESO,Pesona Metro Holdings Bhd,pesona-metro-holdings-bhd,0.175
8338,DATA,Dataprep,dataprep-holdings-bhd,0.175
8346,PERA,Perak Corporation Bhd,perak-corporation-bhd,0.31
8362,KYMH,KYM Bhd,kym-holdings-bhd,0.5
8397,TNTT,Tiong Nam Logistics Holdings Bhd,tiong-nam-logistics-holdings-bhd,0.71
8419,PANS,Pansar Bhd,pansar-bhd,0.585
8435,CONC,Concrete Engineering,concrete-engineering-products,0.935
8443,HILI,Hil Industries,hil-industries-bhd,0.995
8478,HWAT,Hwa Tai Industries,hwa-tai-industries-bhd,0.505
8486,LIOP,Lion Forest Ind,lion-forest-industries-bhd,0.44
8494,LBIP,LBI Capital,lbi-capital-bhd,0.52
8524,TWRK,Taliworks Corporation Bhd,taliworks-corporation-bhd,0.81
8532,PERM,Pertama Digital Berhad,sinotop-holdings-bhd,3.0
8567,SLCN,Salcon Bhd,salcon-bhd,0.185
8583,MAHS,Mah Sing,mah-sing-group-bhd,0.66
8591,CREH,Crest Builder,crest-builder-holdings-bhd,0.475
8605,FIHB,Federal International,federal-furniture-holdings-m,0.595
8605PA,FIHBq,Federal International,federal-furniture-holdings-m-bhd,0.13
8613,ENRA,Enra Group,perduren-(m)-bhd,0.585
8621,LOND,LPI Capital,lpi-capital-bhd,11.8
8648,JKBM,Jasa Kita,jasa-kita-bhd,0.12
8664,SETI,SP Setia,sp-setia-bhd,0.635
8664PA,SETIq,SP Setia Pref,s-p-setia-bhd,0.91
8672,KMDA,Kamdar,kamdar-group-(m)-bhd,0.24
8702,TEXC,Texchem Resources Bhd,texchem-resources-bhd,1.12
8745,SFCA,S F Capital Bhd,leweko-resources-bhd,0.12
8834,IRKA,Ireka Corp,ireka-corporation-bhd,0.49
8869,PMET,Press Metal Bhd,press-metal-bhd,4.81
8877,EKOV,Ekovest,ekovest-bhd,0.385
8885,AVIL,Avillion Bhd,reliance-pacific-bhd,0.06
8893,MKLH,M K Land,m-k-land-holdings-bhd,0.175
8907,EGCM,Eg Industries,eg-industries-bhd,1.61
8923,JIAN,Jiankun Int,jiankun-international-bhd,0.185
8931,JERA,Jerasia Capital,jerasia-capital-bhd,0.005
8966,PXUS,Prolexus,prolexus-bhd,0.405
8982,CPWA,Cepatwawasan,cepatwawasan-group-bhd,0.71
9008,OMES,Omesti,omesti-bhd,0.37
9016,EKSN,Eksons Corp,eksons-corp-bhd,0.515
9059,TSHR,TSH Resources,tsh-resources-bhd,1.01
9075,THET,Theta Edge,theta-edge-bhd,0.71
9083,JETS,Kumpulan Jetson,kumpulan-jetson-bhd,0.205
9091,EMIC,Emico,emico-holdings-bhd,0.29
9113,ICOI,Iconic Worldwide,sanbumi-holdings-bhd,0.12
9121,KPSC,KPS Consortium,kps-consortium-bhd,0.59
9148,APTB,Advanced Packaging Tech,advanced-packaging-tech-(m),0.66
9172,FPIB,Formosa Prosonic,formosa-prosonic-industries,2.58
9199,LYSA,Lysaght Galvanized Steel,lysaght-galvanized-steel,1.93
9237,SCIB,Sarawak Consolidated Industries,sarawak-consolidated-industries,0.435
9261,GADA,Gadang,gadang-holdings-bhd,0.325
9288,BONI,Bonia Corp,bonia-corporation-bhd,1.77
9296,REDI,RCE Capital Berhad,rce-capital-berhad,2.23
9318,FITT,Fitters Diversified,fitters-diversified-bhd,0.035
9326,LBAL,LB Aluminium Bhd,lb-aluminium-bhd,0.47
9334,KESM,KESM Industries,kesm-industries-bhd,7.41
9369,TGLB,Teo Guan Lee Corp,teo-guan-lee-corporation-bhd,1.07
9377,FUJI,FSBM,fsbm-holdings-bhd,0.26
9385,LAYH,Lay Hong,lay-hong-bhd,0.3
9393,INDU,Industronics,industronics-bhd,0.04
9407,PGON,Paragon Union,paragon-union-bhd,2.76
9423,CWGH,CWG Holdings Bhd,chee-wah-corp-bhd,0.325
9431,SENI,Seni Jaya Corporation Bhd,seni-jaya-corporation-bhd,0.51
9466,KKBE,KKB Engineering Berhad,kkb-engineering-berhad,1.35
9539,MUHB,Multi Usage Holdings Bhd,multi-usage-holdings-bhd,0.5
9571,MITR,Mitrajaya,mitrajaya-holdings-bhd,0.28
9598,PINT,Pintaras Jaya,pintaras-jaya-bhd,1.71
9601,HOWA,Ho Wah Genting,ho-wah-genting-bhd,0.08
9628,LEBT,Lebtech,lebtech-bhd,0.79
9679,WCTE,WCT,wct-holdings-bhd,0.45
9687,IDEA,Ideal United Bintang,ideal-united-bintang-bhd,2.0
9695,PLSB,PLS Plantations,pls-plantations-bhd,0.95
9717,SYCA,Sycal Ventures,sycal-ventures-bhd,0.19
9741,ROHA,Rohas Tecnic,tecnic-group-bhd,0.26
9776,SINM,Sinmah Capital,farms-best-bhd,0.115
9792,SEDU,SEG International Bhd,seg-international-bhd,0.69
9814,BERM,Bertam Alliance,bertam-alliance-bhd,0.08
9822,SAEG,Sam Engineering Equip,sam-engineering-equipment,4.8
9873,PTAR,Prestar Resources Bhd,prestar-resources-bhd,0.41
9881,LEAD,Leader Steel Bhd,leader-steel-holdings-bhd,0.45
9938,BPAC,Bright Packaging,bright-packaging-industry-bhd,0.17
9946,REXI,Rex Industry,rex-industry-bhd,0.105
9954,RGTB,RGT Bhd,asia-knight-bhd,0.28
9962,GMUT,Gromutual,gromutual-bhd,0.275
9997,PENS,Pensonic Holdings Bhd,pensonic-holdings-bhd,0.46
